credit_duration(month),credit_amount,duration_of_current_employment,installment_percent,guarantors,duration_in_current_address,age,concurrent_credits,no_of_credits_at_the_bank,no_of_dependents,telephone,account_type,payment_status_of_previous_loan,loan_purpose,savings_type,marital_status,most_valuable_asset,type_of_apartment,occupation,foreign_worker,label
12,1108,4,4,1,3,28,3,2,1,1,savings,defaulted,consolidating debt,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,1
27,5965,5,1,1,2,30,3,2,1,2,current,partly paid,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,0
15,1514,3,4,3,2,22,3,1,1,1,current,opted to pay,consolidating debt,individual retirement accounts,married,human capital,one-bedroom apartment,service and sales,no,0
30,6742,4,2,1,3,36,3,2,1,1,corporate,paid,investments for future,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
18,3650,2,1,1,4,22,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,0
21,3599,4,1,1,4,26,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,skilled trades and technical,no,0
60,13756,5,2,1,4,63,1,1,1,2,corporate,paid,purchase a vehicle,savings account,married,financial assets,studio apartment,professional and managerial,no,0
9,276,3,4,1,4,22,3,1,1,1,current,opted to pay,purchase a vehicle,high-yield savings accounts,single,human capital,two or multi-bedroom apartment,skilled trades and technical,no,0
42,4041,3,4,1,4,36,3,2,1,2,corporate,paid,travel and vacations,money market accounts,married,human capital,one-bedroom apartment,service and sales,no,0
9,458,3,4,1,3,24,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
9,918,3,4,1,1,30,3,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
24,7393,3,1,1,4,43,3,1,2,1,corporate,opted to pay,purchase a vehicle,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
10,1225,3,2,1,2,37,3,1,1,2,entrepreneur,opted to pay,emergency medical bills,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
24,2812,5,2,1,4,26,3,1,1,1,savings,opted to pay,weddings,savings account,divorced,human capital,two or multi-bedroom apartment,service and sales,no,0
15,3029,4,2,1,2,33,3,1,1,1,corporate,opted to pay,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
12,1480,1,2,1,4,66,1,3,1,1,entrepreneur,paid,purchase a vehicle,money market accounts,married,financial assets,studio apartment,manufacturing and production,no,0
6,1047,3,2,1,4,50,3,1,1,1,entrepreneur,paid,home repairs,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
15,1471,3,4,1,4,35,3,2,1,2,corporate,paid,investments for future,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
24,5511,3,4,1,1,25,2,1,1,1,corporate,opted to pay,travel and vacations,individual retirement accounts,married,real property,one-bedroom apartment,service and sales,no,0
9,1206,5,4,1,4,25,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
24,6403,2,1,1,2,33,3,1,1,1,current,partly paid,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
12,707,3,4,1,2,30,1,2,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
12,1503,3,4,1,4,41,3,1,1,1,corporate,partly paid,weddings,high-yield savings accounts,single,human capital,two or multi-bedroom apartment,service and sales,no,0
12,6078,4,2,1,2,32,3,1,1,1,current,opted to pay,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
27,2528,2,4,1,1,32,3,1,2,2,current,opted to pay,student loan,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
12,1037,4,3,1,4,39,3,1,1,1,current,opted to pay,student loan,individual retirement accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
6,1352,1,1,1,2,23,3,1,1,2,savings,opted to pay,weddings,money market accounts,divorced,intellectual property,two or multi-bedroom apartment,manufacturing and production,no,0
24,3181,2,4,1,4,26,3,1,1,2,corporate,opted to pay,investments for future,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
18,4594,2,3,1,2,32,3,1,1,2,corporate,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
48,5381,1,3,1,4,40,1,1,1,2,current,opted to pay,purchasing a home,savings account,married,financial assets,studio apartment,manufacturing and production,no,0
15,4657,3,3,1,2,30,3,1,1,2,corporate,opted to pay,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
9,1391,3,2,1,1,27,1,1,1,2,current,opted to pay,student loan,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,0
18,1913,2,3,1,3,36,1,1,1,2,current,opted to pay,student loan,certificate of deposit,single,human capital,one-bedroom apartment,service and sales,no,0
42,7166,4,2,1,4,29,3,1,1,2,corporate,opted to pay,investments for future,savings account,single,intellectual property,two or multi-bedroom apartment,service and sales,no,0
13,1409,1,2,1,4,64,3,1,1,1,corporate,opted to pay,investments for future,individual retirement accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
24,2978,3,4,1,4,32,3,2,2,2,corporate,partly paid,student loan,savings account,married,human capital,one-bedroom apartment,service and sales,no,0
12,976,5,4,1,4,35,3,2,1,1,corporate,paid,investments for future,savings account,married,real property,one-bedroom apartment,service and sales,no,0
24,2375,3,4,1,2,44,3,2,2,2,corporate,partly paid,student loan,money market accounts,married,real property,one-bedroom apartment,service and sales,no,0
12,522,5,4,1,4,42,3,2,2,2,corporate,paid,investments for future,money market accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
28,2743,5,4,1,2,29,3,2,1,1,corporate,paid,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
11,1154,1,4,1,4,57,3,3,1,1,corporate,paid,investments for future,individual retirement accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,0
24,5804,3,4,1,2,27,3,2,1,1,corporate,paid,weddings,certificate of deposit,married,human capital,one-bedroom apartment,service and sales,no,0
18,1169,3,4,1,3,29,3,2,1,2,corporate,paid,investments for future,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
15,1478,5,4,1,4,44,3,2,2,2,savings,paid,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
12,776,3,4,1,2,28,3,1,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,0
11,1322,3,4,1,4,40,3,2,1,1,current,paid,purchase a vehicle,certificate of deposit,divorced,real property,one-bedroom apartment,service and sales,no,0
16,1175,1,2,1,3,68,3,3,1,2,current,paid,purchase a vehicle,high-yield savings accounts,married,real property,studio apartment,manufacturing and production,no,0
12,2133,5,4,1,4,52,3,1,1,2,corporate,opted to pay,purchase a vehicle,savings account,divorced,financial assets,studio apartment,professional and managerial,no,0
15,1829,5,4,1,4,46,3,2,1,2,corporate,paid,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
12,717,5,4,1,4,52,3,3,1,1,corporate,paid,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
39,11760,4,2,1,3,32,3,1,1,2,current,partly paid,home repairs,individual retirement accounts,married,financial assets,two or multi-bedroom apartment,service and sales,no,0
9,1501,5,2,1,3,34,3,2,1,2,current,paid,home repairs,high-yield savings accounts,divorced,real property,one-bedroom apartment,professional and managerial,no,1
12,1200,3,4,1,4,23,1,1,1,2,savings,opted to pay,home repairs,savings account,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,0
9,3195,3,1,1,2,33,3,1,1,1,current,opted to pay,purchase a vehicle,savings account,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,0
30,4530,4,4,1,4,26,3,1,1,2,corporate,paid,investments for future,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,professional and managerial,no,0
12,1555,5,4,1,4,55,3,2,2,1,corporate,partly paid,consolidating debt,certificate of deposit,married,financial assets,studio apartment,service and sales,no,1
15,2326,3,2,1,4,27,1,1,1,1,current,paid,student loan,money market accounts,married,real property,one-bedroom apartment,service and sales,no,0
18,1887,3,4,1,4,28,1,2,1,1,current,paid,student loan,savings account,single,human capital,one-bedroom apartment,service and sales,no,0
12,1264,5,4,1,4,57,3,1,1,1,corporate,paid,student loan,savings account,married,financial assets,two or multi-bedroom apartment,skilled trades and technical,no,0
7,846,5,3,1,4,36,3,1,1,1,corporate,partly paid,investments for future,savings account,married,financial assets,studio apartment,service and sales,no,0
15,1532,3,4,1,3,31,3,1,1,1,corporate,paid,home repairs,individual retirement accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
6,935,3,3,1,2,24,3,1,1,1,corporate,partly paid,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
27,2442,5,4,1,4,43,2,4,2,2,savings,paid,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,0
18,3590,1,3,1,3,40,3,3,2,2,current,paid,student loan,high-yield savings accounts,single,real property,one-bedroom apartment,manufacturing and production,no,0
21,2288,2,4,1,4,23,3,1,1,2,corporate,paid,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
27,5117,4,3,1,4,26,3,2,1,1,corporate,partly paid,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
39,14179,4,4,1,4,30,3,2,1,2,savings,paid,travel and vacations,savings account,married,intellectual property,one-bedroom apartment,professional and managerial,no,0
15,1386,3,4,1,2,40,3,1,1,2,corporate,opted to pay,investments for future,savings account,single,human capital,two or multi-bedroom apartment,service and sales,no,0
12,618,5,4,1,4,56,3,1,1,1,corporate,paid,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
12,1574,3,4,1,2,50,3,1,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
6,700,5,4,1,4,36,3,2,1,1,corporate,paid,investments for future,savings account,married,financial assets,studio apartment,service and sales,no,0
12,886,3,4,1,2,21,3,1,1,1,corporate,opted to pay,investments for future,savings account,divorced,real property,one-bedroom apartment,service and sales,no,0
36,4686,3,2,1,2,32,3,1,1,2,corporate,opted to pay,weddings,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
9,790,3,4,1,3,66,3,1,1,1,current,opted to pay,investments for future,money market accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,0
12,766,3,4,1,3,66,3,1,1,1,current,opted to pay,investments for future,money market accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
20,2212,4,4,1,4,39,3,1,1,2,savings,opted to pay,travel and vacations,savings account,married,real property,one-bedroom apartment,service and sales,no,0
10,7308,1,2,1,4,70,1,1,1,2,current,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
24,5743,2,2,1,4,24,3,2,1,2,current,paid,home repairs,high-yield savings accounts,divorced,financial assets,studio apartment,service and sales,no,0
14,3973,1,1,1,4,22,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
60,7418,3,1,1,1,27,3,1,1,1,current,partly paid,investments for future,savings account,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
20,2629,3,2,1,3,29,1,2,1,2,current,partly paid,purchasing a home,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
18,1941,3,4,1,2,35,3,1,1,2,current,opted to pay,student loan,certificate of deposit,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
24,2333,2,4,1,2,29,1,1,1,1,current,partly paid,travel and vacations,savings account,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
12,2445,2,2,1,4,26,3,1,1,2,corporate,opted to pay,weddings,savings account,single,real property,two or multi-bedroom apartment,service and sales,no,0
20,6468,1,1,1,4,60,3,1,1,2,current,opted to pay,weddings,savings account,widowed,human capital,one-bedroom apartment,professional and managerial,no,0
18,7374,1,4,1,4,40,2,2,1,2,current,paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,professional and managerial,no,0
15,3812,2,1,1,4,23,3,1,1,2,corporate,opted to pay,weddings,individual retirement accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
28,4006,3,3,1,2,45,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,1
12,7472,1,1,1,2,24,3,1,1,1,current,opted to pay,purchase a vehicle,savings account,divorced,human capital,two or multi-bedroom apartment,manufacturing and production,no,0
12,1424,5,3,1,4,55,3,1,1,2,entrepreneur,opted to pay,travel and vacations,savings account,divorced,human capital,one-bedroom apartment,professional and managerial,no,0
12,2028,3,4,1,2,30,3,1,1,1,current,opted to pay,weddings,savings account,married,real property,one-bedroom apartment,service and sales,no,0
15,5324,5,1,1,4,35,3,1,1,1,corporate,opted to pay,purchase a vehicle,money market accounts,divorced,financial assets,studio apartment,service and sales,no,0
36,2323,4,4,1,4,24,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,real property,two or multi-bedroom apartment,service and sales,no,0
12,1393,5,4,1,4,47,1,3,2,2,corporate,opted to pay,home repairs,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
18,1984,3,4,1,4,47,1,2,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
24,999,5,4,1,2,25,3,2,1,1,corporate,opted to pay,investments for future,savings account,married,real property,one-bedroom apartment,service and sales,no,0
36,7409,5,3,1,2,37,3,2,1,1,corporate,opted to pay,student loan,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
15,2186,4,1,1,4,33,1,1,1,1,corporate,opted to pay,travel and vacations,savings account,divorced,human capital,two or multi-bedroom apartment,skilled trades and technical,no,0
36,4473,5,4,1,2,31,3,1,1,1,entrepreneur,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
24,937,2,4,1,3,27,3,2,1,1,corporate,opted to pay,starting or expanding a business,high-yield savings accounts,single,real property,one-bedroom apartment,skilled trades and technical,no,0
18,3422,5,4,1,4,47,1,3,2,2,corporate,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
24,3105,2,4,1,2,25,3,2,1,1,corporate,opted to pay,investments for future,savings account,married,real property,one-bedroom apartment,service and sales,no,0
12,2748,5,2,1,4,57,1,3,1,1,corporate,paid,home repairs,high-yield savings accounts,divorced,financial assets,studio apartment,skilled trades and technical,no,0
18,3872,1,2,1,4,67,3,1,1,2,current,opted to pay,consolidating debt,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
27,5190,5,4,1,4,48,3,4,2,2,corporate,opted to pay,consolidating debt,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
18,3001,4,2,1,4,40,3,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,service and sales,no,0
24,3863,3,1,1,2,32,3,1,1,1,corporate,partly paid,student loan,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,0
12,5801,5,2,1,4,49,3,1,1,2,corporate,paid,travel and vacations,savings account,married,intellectual property,two or multi-bedroom apartment,service and sales,yes,0
12,1592,4,3,1,2,35,3,1,1,1,corporate,paid,travel and vacations,certificate of deposit,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
12,1185,3,3,1,2,27,3,2,1,1,corporate,paid,student loan,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
18,3780,2,3,1,2,35,3,2,1,2,corporate,paid,travel and vacations,high-yield savings accounts,widowed,real property,one-bedroom apartment,professional and managerial,no,0
18,3612,5,3,1,4,37,3,1,1,2,current,paid,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,yes,0
12,1076,3,2,1,2,26,3,1,1,2,corporate,opted to pay,student loan,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,0
12,3527,2,2,1,3,45,3,1,2,2,corporate,opted to pay,purchase a vehicle,savings account,married,intellectual property,one-bedroom apartment,professional and managerial,no,0
18,2051,2,4,1,1,33,3,1,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
12,3331,5,2,1,4,42,2,1,1,1,corporate,paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
18,3104,4,3,1,1,31,1,1,1,2,savings,defaulted,student loan,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
24,2611,5,4,2,3,46,3,2,1,1,corporate,paid,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,0
12,1409,5,4,1,3,54,3,1,1,1,savings,paid,weddings,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,0
24,1311,4,4,1,3,26,3,1,1,2,corporate,opted to pay,investments for future,individual retirement accounts,single,intellectual property,one-bedroom apartment,service and sales,no,0
6,2108,4,2,1,2,29,3,1,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,single,human capital,two or multi-bedroom apartment,service and sales,no,0
24,4042,4,3,1,4,43,3,2,1,2,corporate,paid,weddings,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
12,926,1,1,1,2,38,3,1,1,1,corporate,paid,purchase a vehicle,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,manufacturing and production,no,0
12,1680,5,3,1,1,35,3,1,1,1,savings,opted to pay,investments for future,money market accounts,single,human capital,one-bedroom apartment,service and sales,no,0
24,1249,2,4,1,2,28,3,1,1,1,corporate,opted to pay,purchase a vehicle,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,0
24,2463,4,4,1,3,27,3,2,1,2,corporate,paid,purchase a vehicle,individual retirement accounts,single,intellectual property,one-bedroom apartment,service and sales,no,0
6,1595,4,3,1,2,51,3,1,2,1,corporate,opted to pay,investments for future,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
24,2058,3,4,1,2,33,3,2,1,2,corporate,paid,consolidating debt,high-yield savings accounts,widowed,human capital,one-bedroom apartment,service and sales,no,0
24,7814,4,3,1,3,38,3,1,1,2,corporate,opted to pay,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,0
6,1740,5,2,1,2,30,3,2,1,1,corporate,paid,investments for future,high-yield savings accounts,single,human capital,two or multi-bedroom apartment,service and sales,no,0
12,1240,5,4,1,2,38,3,2,1,2,corporate,paid,investments for future,savings account,divorced,human capital,one-bedroom apartment,service and sales,no,0
24,6842,3,2,1,4,46,3,2,2,2,corporate,paid,weddings,savings account,married,intellectual property,one-bedroom apartment,professional and managerial,no,0
24,5150,5,4,1,4,33,3,1,1,2,corporate,paid,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
6,1203,5,3,1,2,43,3,1,1,2,savings,opted to pay,purchase a vehicle,individual retirement accounts,married,intellectual property,one-bedroom apartment,service and sales,no,0
6,2080,3,1,1,2,24,3,1,1,1,corporate,paid,purchase a vehicle,money market accounts,single,real property,one-bedroom apartment,service and sales,no,0
6,1538,2,1,1,2,56,3,1,1,1,corporate,opted to pay,home repairs,high-yield savings accounts,divorced,financial assets,one-bedroom apartment,service and sales,no,0
24,3878,2,4,1,2,37,3,1,1,2,current,paid,purchase a vehicle,individual retirement accounts,widowed,real property,one-bedroom apartment,service and sales,no,0
30,3832,2,2,1,1,22,3,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,single,intellectual property,one-bedroom apartment,service and sales,no,0
15,3186,4,2,1,3,20,3,1,1,1,corporate,opted to pay,purchase a vehicle,certificate of deposit,divorced,real property,two or multi-bedroom apartment,service and sales,no,0
24,2896,2,2,1,1,29,3,1,1,1,current,opted to pay,investments for future,individual retirement accounts,married,real property,one-bedroom apartment,service and sales,no,0
24,6967,4,4,1,4,36,3,1,1,2,current,partly paid,student loan,individual retirement accounts,married,real property,two or multi-bedroom apartment,professional and managerial,no,0
36,1819,3,4,1,4,37,2,1,1,2,corporate,opted to pay,home repairs,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
24,5943,2,1,1,1,44,3,2,1,2,corporate,opted to pay,investments for future,savings account,divorced,real property,one-bedroom apartment,service and sales,no,1
36,7127,2,2,1,4,23,3,2,1,2,corporate,paid,travel and vacations,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,1
36,3349,3,4,1,2,28,3,1,1,2,corporate,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,professional and managerial,no,1
36,10974,1,4,1,2,26,3,2,1,2,corporate,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,professional and managerial,no,1
6,518,3,3,1,1,29,3,1,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
18,1126,2,4,1,2,21,3,1,1,2,corporate,opted to pay,investments for future,savings account,divorced,human capital,two or multi-bedroom apartment,service and sales,no,0
12,1860,1,4,1,2,34,3,2,1,2,current,paid,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,0
36,9566,3,2,1,2,31,2,2,1,1,corporate,paid,investments for future,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
12,701,3,4,1,2,40,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,0
12,2930,4,2,1,1,27,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
18,1505,3,4,1,2,32,3,1,1,2,corporate,opted to pay,investments for future,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,0
18,2238,3,2,1,1,25,3,2,1,1,corporate,paid,investments for future,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
4,1503,4,2,1,1,42,3,2,2,1,corporate,paid,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
24,2197,4,4,1,4,43,3,2,2,2,corporate,paid,weddings,savings account,married,real property,one-bedroom apartment,service and sales,no,0
12,1881,3,2,1,2,44,3,1,1,2,entrepreneur,opted to pay,investments for future,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,skilled trades and technical,no,0
18,1880,4,4,1,1,32,3,2,1,2,savings,paid,investments for future,high-yield savings accounts,single,intellectual property,one-bedroom apartment,professional and managerial,no,0
18,2389,2,4,1,1,27,2,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
24,1967,5,4,1,4,20,3,1,1,2,current,opted to pay,investments for future,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
4,3380,4,1,1,1,37,3,1,2,1,corporate,paid,purchase a vehicle,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,0
4,1455,4,2,1,1,42,3,3,2,1,corporate,paid,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
7,730,5,4,1,2,46,3,2,1,2,corporate,paid,investments for future,savings account,married,intellectual property,two or multi-bedroom apartment,skilled trades and technical,no,0
18,3244,3,1,1,4,33,1,2,1,2,current,defaulted,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
9,1670,2,4,1,2,22,3,1,1,2,current,opted to pay,investments for future,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
48,3979,4,4,1,1,41,3,2,2,2,current,opted to pay,investments for future,savings account,married,real property,one-bedroom apartment,service and sales,no,0
12,1922,3,4,1,2,37,3,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
18,1295,2,4,1,1,27,3,2,1,1,current,paid,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
4,1544,4,2,1,1,42,3,3,2,1,corporate,paid,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
8,907,2,3,1,2,26,3,1,1,2,current,opted to pay,student loan,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,0
30,1715,3,4,1,1,26,3,1,1,1,current,opted to pay,investments for future,savings account,divorced,real property,one-bedroom apartment,service and sales,no,0
10,1347,4,4,1,2,27,3,2,1,2,entrepreneur,paid,investments for future,savings account,married,intellectual property,one-bedroom apartment,service and sales,no,0
12,1007,3,4,1,1,22,3,1,1,1,current,opted to pay,purchase a vehicle,certificate of deposit,single,human capital,one-bedroom apartment,service and sales,no,0
12,1402,4,3,1,4,37,3,1,1,2,corporate,paid,travel and vacations,money market accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,0
12,2002,4,3,1,4,30,3,1,2,2,current,opted to pay,purchase a vehicle,high-yield savings accounts,married,intellectual property,two or multi-bedroom apartment,service and sales,no,0
12,2096,4,2,1,3,49,3,1,2,1,corporate,paid,home repairs,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,0
12,1101,3,3,1,2,27,3,2,1,2,corporate,opted to pay,purchase a vehicle,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,0
10,894,4,4,1,3,40,3,1,1,2,corporate,opted to pay,starting or expanding a business,savings account,divorced,intellectual property,one-bedroom apartment,service and sales,no,0
11,1577,2,4,1,1,20,3,1,1,1,current,opted to pay,travel and vacations,certificate of deposit,divorced,human capital,one-bedroom apartment,service and sales,no,0
33,2764,3,2,1,2,26,3,2,1,2,corporate,partly paid,student loan,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
48,8358,2,1,1,1,30,3,2,1,1,current,defaulted,purchase a vehicle,money market accounts,divorced,real property,one-bedroom apartment,service and sales,no,0
12,1474,2,4,1,1,33,1,1,1,2,entrepreneur,opted to pay,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,professional and managerial,no,0
24,5433,1,2,1,4,26,3,1,1,2,corporate,opted to pay,weddings,savings account,divorced,intellectual property,two or multi-bedroom apartment,professional and managerial,no,0
14,1410,5,1,1,2,35,3,1,1,2,current,opted to pay,student loan,money market accounts,single,human capital,one-bedroom apartment,service and sales,no,0
20,3485,2,2,1,4,44,3,2,1,2,corporate,paid,purchase a vehicle,savings account,widowed,human capital,one-bedroom apartment,service and sales,no,0
18,3850,4,3,1,1,27,3,2,1,1,corporate,paid,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,0
60,7408,2,4,1,2,24,3,1,1,1,current,opted to pay,purchase a vehicle,individual retirement accounts,divorced,intellectual property,one-bedroom apartment,professional and managerial,no,1
24,1377,5,4,1,2,47,3,1,1,2,entrepreneur,opted to pay,investments for future,individual retirement accounts,divorced,financial assets,studio apartment,service and sales,no,0
30,4272,3,2,1,2,26,3,2,1,1,corporate,partly paid,student loan,individual retirement accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
24,1553,4,3,1,2,23,3,2,1,2,current,partly paid,investments for future,individual retirement accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,0
36,9857,4,1,1,3,31,3,2,2,2,current,partly paid,student loan,individual retirement accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,0
6,362,3,4,1,4,52,3,2,1,1,corporate,paid,purchase a vehicle,individual retirement accounts,divorced,real property,one-bedroom apartment,skilled trades and technical,no,0
